freekick_id,match_id,time,team_taking,freekick_type,location_x,location_y,delivery_target,outcome,is_shot,is_clearance,is_goal,winning_duel_id,contact_location_x,contact_location_y
2513,252,44.9,SV Mattersburg,cross,36.57,2.54,edge box,shot,True,False,False,240045.0,57.58,15.11
2521,253,30.71,Juventude,cross,56.32,32.38,penalty spot,goal,True,False,True,225508.0,90.04,7.99
2522,253,47.23,Juventude,direct,85.83,40.29,penalty spot,second ball,False,False,False,238581.0,18.69,47.96
2523,253,42.83,Juventude,cross,22.48,26.11,penalty spot,clearance,False,True,False,244795.0,49.75,47.36
2524,253,16.24,Juventude,cross,32.22,21.91,edge box,goal,True,False,True,244810.0,45.93,27.16
2531,254,74.95,Sassuolo,direct,65.81,39.13,penalty spot,clearance,False,True,False,260056.0,5.74,30.02
2532,254,24.47,Crotone,cross,41.03,43.61,penalty spot,second ball,False,False,False,267782.0,53.51,40.97
2533,254,63.76,Crotone,layoff,84.26,40.1,far post,clearance,False,True,False,183427.0,45.81,37.26
2534,254,7.48,Sassuolo,indirect,17.24,19.34,penalty spot,no outcome,False,False,False,254660.0,8.22,35.72
2535,254,87.1,Crotone,indirect,93.66,12.07,edge box,second ball,False,False,False,237570.0,65.26,11.06
2541,255,67.64,1. FSV Mainz 05,cross,95.53,37.56,edge box,goal,True,False,True,230326.0,6.89,34.18
2542,255,79.19,Sturm Graz,direct,7.48,49.37,far post,shot,True,False,False,262227.0,79.99,1.08
2551,256,83.89,FC Augsburg,indirect,70.66,44.78,near post,shot,True,False,False,271505.0,6.46,33.07
2552,256,83.66,FC Augsburg,direct,19.16,41.54,near post,clearance,False,True,False,229513.0,44.34,43.51
2561,257,83.42,FSV Mainz 05,layoff,82.29,20.72,edge box,goal,True,False,True,233705.0,30.37,1.21
2571,258,24.84,FC Red Bull Salzburg,indirect,76.86,21.08,far post,clearance,False,True,False,259406.0,22.37,21.82
2572,258,43.94,Roma,layoff,69.85,31.43,edge box,no outcome,False,False,False,230243.0,72.68,25.46
2573,258,59.17,Roma,cross,75.02,21.16,edge box,goal,True,False,True,257073.0,69.14,29.54
2581,259,28.99,Orlando Pirates,direct,90.8,34.37,far post,shot,True,False,False,230511.0,0.3,2.28
2582,259,5.35,Clube Atlético Mineiro,cross,68.28,26.35,far post,shot,True,False,False,238473.0,20.47,1.45
2583,259,48.08,Clube Atlético Mineiro,layoff,96.32,2.16,near post,second ball,False,False,False,223793.0,46.38,4.7
2584,259,9.75,Orlando Pirates,indirect,31.01,20.57,far post,second ball,False,False,False,251399.0,21.69,34.25
2591,260,43.82,LASK Linz,indirect,52.94,3.79,near post,no outcome,False,False,False,238900.0,23.99,19.48
2592,260,88.77,FC Lokomotiv Moscow,indirect,50.93,25.14,near post,shot,True,False,False,263447.0,80.25,0.77
2593,260,39.55,FC Lokomotiv Moscow,indirect,65.51,49.42,edge box,no outcome,False,False,False,222028.0,91.91,28.34
2594,260,74.31,FC Lokomotiv Moscow,direct,3.25,49.42,edge box,second ball,False,False,False,245901.0,88.84,11.72
2595,260,80.65,LASK Linz,layoff,86.78,32.01,far post,second ball,False,False,False,210514.0,78.5,5.32
2601,261,4.56,Monza,indirect,39.97,29.86,edge box,shot,True,False,False,230443.0,71.94,31.23
2602,261,8.77,Monza,direct,58.9,23.98,edge box,clearance,False,True,False,205391.0,47.94,45.39
2603,261,49.89,Monza,direct,52.03,2.08,near post,second ball,False,False,False,240661.0,65.03,3.42
2604,261,6.84,Wolfsberger AC,layoff,87.77,17.67,penalty spot,shot,True,False,False,232487.0,81.91,26.72
2611,262,14.44,TSV Egger Glas Hartberg,direct,20.2,39.87,edge box,shot,True,False,False,201325.0,6.13,26.9
2612,262,56.7,AC Milan,layoff,76.24,38.6,near post,second ball,False,False,False,230143.0,45.41,22.53
2613,262,30.34,TSV Egger Glas Hartberg,indirect,46.4,31.65,far post,clearance,False,True,False,235167.0,30.68,22.11
2614,262,78.1,TSV Egger Glas Hartberg,indirect,42.51,26.86,penalty spot,clearance,False,True,False,230178.0,98.04,23.61
2615,262,89.62,TSV Egger Glas Hartberg,cross,85.48,43.74,penalty spot,shot,True,False,False,244380.0,47.29,19.99
2621,263,50.76,Sampdoria,cross,24.57,29.72,edge box,clearance,False,True,False,229221.0,70.34,25.2
2631,264,79.06,Rheindorf Altach,direct,11.97,49.79,near post,no outcome,False,False,False,208333.0,97.28,26.73
2632,264,53.51,Atlético GO,layoff,22.78,17.48,near post,shot,True,False,False,202151.0,88.89,10.31
2633,264,41.06,Rheindorf Altach,layoff,16.42,26.03,far post,shot,True,False,False,238581.0,9.94,12.74
2634,264,37.15,Rheindorf Altach,layoff,6.95,47.81,penalty spot,clearance,False,True,False,230521.0,59.66,17.6
2641,265,74.06,Schalke 04,direct,68.93,35.2,edge box,shot,True,False,False,189177.0,72.95,43.07
2642,265,32.57,Schalke 04,indirect,90.55,13.65,near post,clearance,False,True,False,213884.0,1.13,49.67
2643,265,51.51,Eintracht Frankfurt,indirect,13.66,7.53,near post,no outcome,False,False,False,211844.0,3.78,27.62
2644,265,62.24,Schalke 04,direct,5.31,27.91,penalty spot,shot,True,False,False,201144.0,13.79,31.02
2645,265,1.27,Schalke 04,direct,0.78,38.82,far post,no outcome,False,False,False,239696.0,96.92,3.58
2651,266,48.53,1. FC Union Berlin,indirect,51.16,22.89,penalty spot,shot,True,False,False,205995.0,47.44,34.07
2652,266,58.59,1. FC Union Berlin,indirect,56.06,30.65,edge box,clearance,False,True,False,248823.0,66.66,37.44
2653,266,29.74,1. FC Union Berlin,indirect,4.83,19.9,edge box,shot,True,False,False,258316.0,92.26,49.26
2654,266,10.04,Venezia,direct,45.35,47.2,far post,shot,True,False,False,233084.0,75.11,8.7
2661,267,86.18,Arsenal,cross,78.25,43.92,near post,shot,True,False,False,230194.0,35.61,36.43
2671,268,29.55,1. FSV Mainz 05,cross,9.06,49.23,edge box,second ball,False,False,False,256630.0,68.5,21.06
2672,268,75.73,Roma,direct,78.57,5.97,edge box,second ball,False,False,False,251335.0,79.22,23.18
2673,268,48.05,1. FSV Mainz 05,layoff,79.15,44.91,far post,shot,True,False,False,220018.0,24.37,23.53
2681,269,29.01,Brentford,direct,24.97,26.12,edge box,no outcome,False,False,False,234378.0,81.82,41.24
2682,269,66.18,Brentford,direct,62.42,47.77,near post,shot,True,False,False,1179.0,31.33,21.17
2683,269,53.64,Brentford,cross,54.26,14.56,penalty spot,clearance,False,True,False,230237.0,90.98,48.65
2691,270,27.87,SC Freiburg,layoff,93.71,42.93,penalty spot,clearance,False,True,False,231235.0,18.84,7.67
2692,270,86.39,Fluminense,direct,42.03,21.67,near post,no outcome,False,False,False,210008.0,62.75,41.67
2701,271,72.19,Udinese Calcio,layoff,77.68,32.78,edge box,goal,True,False,True,189342.0,15.95,20.32
2702,271,52.75,Tottenham Hotspur,indirect,19.36,35.17,near post,clearance,False,True,False,212188.0,89.16,11.67
2711,272,48.73,SV Werder Bremen,indirect,19.01,15.78,edge box,shot,True,False,False,239613.0,17.38,28.21
2712,272,13.22,SV Werder Bremen,layoff,85.53,39.35,edge box,clearance,False,True,False,244621.0,62.0,15.67
2713,272,51.31,Hartberg,direct,91.4,32.24,penalty spot,clearance,False,True,False,208892.0,89.77,17.37
2721,273,35.65,Kaizer Chiefs,layoff,92.64,38.97,edge box,second ball,False,False,False,207807.0,92.79,4.56
2731,274,34.83,Crystal Palace,cross,45.1,48.71,edge box,second ball,False,False,False,242160.0,14.94,15.75
2732,274,50.58,Crystal Palace,indirect,84.07,19.73,near post,second ball,False,False,False,244288.0,36.19,40.6
2733,274,1.03,Crystal Palace,cross,28.76,48.9,penalty spot,shot,True,False,False,200536.0,90.93,35.11
2741,275,77.17,VfL Wolfsburg,direct,36.96,1.01,near post,shot,True,False,False,230197.0,51.22,32.12
2742,275,66.93,VfL Wolfsburg,indirect,46.21,27.72,far post,no outcome,False,False,False,253483.0,34.98,3.52
2743,275,45.25,VfL Wolfsburg,indirect,86.94,11.07,near post,clearance,False,True,False,237595.0,1.89,15.95
2744,275,54.44,SC Paderborn 07,indirect,97.45,46.73,near post,second ball,False,False,False,205089.0,5.43,11.06
2745,275,57.84,VfL Wolfsburg,cross,50.09,24.14,edge box,goal,True,False,True,202126.0,92.5,34.43
2751,276,75.74,spusu SKN St. Pölten,direct,34.73,39.55,edge box,shot,True,False,False,252225.0,39.96,6.31
2752,276,82.44,spusu SKN St. Pölten,indirect,52.79,23.39,far post,second ball,False,False,False,197756.0,26.35,2.3
2753,276,44.18,Juventude,cross,0.32,39.72,edge box,second ball,False,False,False,230451.0,11.53,10.33
2754,276,60.51,Juventude,direct,22.45,39.9,near post,shot,True,False,False,156437.0,22.78,41.67
2755,276,28.37,Juventude,direct,78.3,14.72,penalty spot,shot,True,False,False,215466.0,89.94,19.03
2761,277,37.0,Kaizer Chiefs,indirect,14.09,45.2,penalty spot,clearance,False,True,False,177413.0,96.8,16.95
2762,277,51.62,Vasco da Gama,cross,11.13,36.04,penalty spot,shot,True,False,False,237692.0,53.86,31.33
2763,277,34.88,Kaizer Chiefs,layoff,96.82,10.37,edge box,clearance,False,True,False,234028.0,12.22,6.72
2764,277,2.36,Vasco da Gama,indirect,81.9,12.98,penalty spot,goal,True,False,True,231447.0,4.63,7.64
2771,278,70.74,Benevento,layoff,30.61,34.93,penalty spot,clearance,False,True,False,201335.0,73.36,46.66
2772,278,13.5,Inter,cross,93.32,1.85,edge box,second ball,False,False,False,242947.0,68.27,17.62
2781,279,63.19,Chapecoense,indirect,89.39,24.31,far post,goal,True,False,True,190666.0,60.6,42.11
2782,279,51.32,Chapecoense,cross,81.6,17.12,edge box,clearance,False,True,False,156438.0,22.12,5.69
2791,280,7.07,SC Paderborn 07,indirect,65.25,43.85,far post,clearance,False,True,False,198329.0,69.39,19.68
2792,280,73.9,SC Paderborn 07,indirect,38.72,25.12,penalty spot,clearance,False,True,False,232293.0,48.35,33.02
2793,280,72.33,Corinthians,cross,13.69,28.11,edge box,clearance,False,True,False,156616.0,58.1,13.99
2794,280,13.58,SC Paderborn 07,direct,2.32,7.22,far post,clearance,False,True,False,268079.0,31.72,15.2
2801,281,59.72,Austria Wien,cross,88.62,40.44,far post,shot,True,False,False,199763.0,71.42,5.48
2802,281,85.41,Napoli,cross,86.85,38.88,edge box,clearance,False,True,False,193474.0,94.3,38.94
2803,281,51.93,Napoli,indirect,50.08,12.34,edge box,shot,True,False,False,200752.0,8.4,33.88
2804,281,20.86,Austria Wien,cross,47.82,42.08,near post,no outcome,False,False,False,247394.0,46.28,29.59
2805,281,9.79,Austria Wien,direct,95.66,7.3,far post,clearance,False,True,False,221753.0,87.5,5.26
2811,282,78.14,Venezia,direct,75.46,35.46,penalty spot,shot,True,False,False,210802.0,97.61,11.14
2812,282,51.54,Venezia,cross,82.91,23.52,near post,shot,True,False,False,157703.0,5.74,2.16
2813,282,85.18,Fortuna Düsseldorf,indirect,67.94,42.27,far post,shot,True,False,False,208421.0,90.46,18.88
2814,282,51.27,Venezia,layoff,49.87,19.76,edge box,shot,True,False,False,261645.0,44.42,34.96
2821,283,16.6,Monza,layoff,50.04,48.52,near post,second ball,False,False,False,236072.0,6.99,6.86
2822,283,4.78,Monza,direct,65.86,34.42,edge box,second ball,False,False,False,156437.0,7.48,45.79
2823,283,65.45,Monza,layoff,29.16,16.46,far post,shot,True,False,False,216380.0,35.6,7.92
2831,284,10.64,Manchester United,direct,18.74,33.5,penalty spot,second ball,False,False,False,259159.0,24.68,4.36
2832,284,11.81,Vasco da Gama,direct,30.65,17.39,near post,second ball,False,False,False,208268.0,50.48,3.34
2833,284,60.07,Manchester United,cross,41.1,14.27,near post,shot,True,False,False,255272.0,91.92,34.33
2834,284,40.58,Manchester United,cross,14.64,49.83,near post,second ball,False,False,False,266619.0,49.36,35.9
2835,284,17.45,Manchester United,direct,52.63,37.91,far post,clearance,False,True,False,252793.0,75.98,6.5
2841,285,53.89,Admira,cross,69.43,29.96,penalty spot,no outcome,False,False,False,240675.0,22.37,46.06
2842,285,1.03,Admira,cross,71.03,2.51,near post,no outcome,False,False,False,236703.0,52.27,47.42
2851,286,66.23,Southampton,cross,70.23,37.97,far post,clearance,False,True,False,236166.0,17.73,30.45
2861,287,23.05,Chapecoense,layoff,10.58,38.77,penalty spot,shot,True,False,False,230248.0,60.12,22.57
2862,287,42.82,Bragantino,direct,24.32,32.89,near post,clearance,False,True,False,263319.0,65.29,40.05
2863,287,70.32,Bragantino,cross,55.75,6.04,edge box,no outcome,False,False,False,234147.0,8.37,8.41
2871,288,80.18,América Mineiro,layoff,47.97,4.91,far post,second ball,False,False,False,252317.0,73.71,29.54
2872,288,87.54,Flamengo,layoff,18.36,18.76,near post,goal,True,False,True,256548.0,35.63,8.01
2873,288,18.24,Flamengo,indirect,78.31,8.62,penalty spot,clearance,False,True,False,230350.0,13.74,0.87
2874,288,56.32,América Mineiro,indirect,15.91,4.43,near post,clearance,False,True,False,247497.0,52.91,47.35
2881,289,35.9,Milan,cross,43.76,46.38,edge box,shot,True,False,False,243019.0,65.54,27.73
2882,289,76.46,1. FSV Mainz 05,direct,14.58,45.76,far post,clearance,False,True,False,230912.0,4.08,34.11
2883,289,82.97,1. FSV Mainz 05,direct,80.21,1.76,edge box,shot,True,False,False,266162.0,23.78,10.78
2891,290,34.52,Werder Bremen,indirect,73.24,30.32,far post,shot,True,False,False,200949.0,74.88,27.62
2892,290,44.44,Grêmio,indirect,18.43,13.41,penalty spot,clearance,False,True,False,241095.0,21.88,19.95
2901,291,50.98,Borussia Dortmund,direct,36.51,42.75,edge box,no outcome,False,False,False,243442.0,59.26,23.57
2902,291,62.72,Borussia Dortmund,cross,31.24,22.42,near post,shot,True,False,False,192123.0,72.97,9.83
2903,291,6.27,Hellas Verona,direct,96.83,32.22,penalty spot,clearance,False,True,False,171490.0,16.26,25.64
2904,291,67.12,Hellas Verona,direct,44.81,9.11,edge box,clearance,False,True,False,256943.0,58.81,22.91
2911,292,5.72,Bologna,cross,42.57,29.67,edge box,shot,True,False,False,201508.0,35.28,17.51
2912,292,26.0,Paderborn,layoff,57.94,20.58,edge box,shot,True,False,False,189860.0,4.37,8.79
2913,292,81.7,Paderborn,cross,88.87,49.99,far post,second ball,False,False,False,201858.0,30.77,34.02
2914,292,69.98,Bologna,indirect,22.79,6.89,near post,second ball,False,False,False,198261.0,88.86,27.85
2921,293,52.25,Austria Wien,cross,51.3,25.62,edge box,second ball,False,False,False,251325.0,10.98,7.75
2931,294,24.39,Goiás,direct,54.79,4.12,far post,shot,True,False,False,243442.0,32.64,22.94
2932,294,9.95,Goiás,direct,63.03,21.56,penalty spot,no outcome,False,False,False,262383.0,88.5,19.75
2941,295,13.29,Fortuna Düsseldorf,cross,93.37,37.58,near post,second ball,False,False,False,258708.0,41.89,25.73
2942,295,9.6,Fortuna Düsseldorf,cross,34.43,12.58,near post,shot,True,False,False,253292.0,60.96,24.18
2943,295,48.96,Fortuna Düsseldorf,indirect,45.37,33.0,far post,shot,True,False,False,230505.0,23.7,29.25
2944,295,60.76,Manchester United,cross,36.9,18.61,penalty spot,clearance,False,True,False,229818.0,65.31,0.05
2945,295,85.85,Fortuna Düsseldorf,indirect,20.25,2.95,far post,shot,True,False,False,230359.0,73.88,11.94
2951,296,19.49,Parma,direct,53.8,2.29,penalty spot,clearance,False,True,False,229507.0,16.81,43.16
2952,296,83.92,Parma,indirect,94.66,4.96,penalty spot,clearance,False,True,False,206591.0,13.54,2.45
2953,296,66.39,Grêmio,cross,45.95,44.96,near post,clearance,False,True,False,256542.0,23.12,10.53
2961,297,19.5,Dynamo Kyiv,indirect,83.54,33.12,penalty spot,shot,True,False,False,264403.0,31.13,49.89
2962,297,86.89,Ceará,cross,31.77,5.39,penalty spot,second ball,False,False,False,241852.0,27.67,16.82
2971,298,75.05,Coritiba,layoff,83.29,2.31,near post,shot,True,False,False,236368.0,33.79,10.47
2972,298,59.7,Coritiba,cross,55.58,47.18,near post,clearance,False,True,False,257239.0,79.08,45.02
2973,298,67.58,Coritiba,indirect,67.57,38.2,penalty spot,no outcome,False,False,False,202316.0,94.69,17.19
2974,298,29.8,Coritiba,layoff,64.1,30.32,edge box,goal,True,False,True,190765.0,86.88,19.0
2981,299,68.43,Bahia,indirect,28.68,43.04,edge box,clearance,False,True,False,230216.0,37.75,1.78
2991,300,6.24,PFC CSKA Moscow,layoff,96.04,16.46,near post,goal,True,False,True,227966.0,4.16,48.43
2992,300,55.06,FC Augsburg,direct,73.22,6.25,near post,shot,True,False,False,230426.0,16.73,2.24
2993,300,22.55,PFC CSKA Moscow,direct,82.94,5.12,near post,shot,True,False,False,201262.0,96.58,3.02
2994,300,16.0,PFC CSKA Moscow,indirect,59.86,21.39,penalty spot,second ball,False,False,False,236072.0,65.94,36.08
3001,301,57.16,Grêmio,cross,14.72,24.2,near post,goal,True,False,True,199274.0,64.39,44.23
3002,301,67.81,Grêmio,layoff,92.5,26.13,near post,shot,True,False,False,225748.0,27.46,3.73
3003,301,34.17,CSA,indirect,61.87,21.46,far post,clearance,False,True,False,259012.0,32.61,39.85
3011,302,76.96,Genoa,indirect,32.54,18.77,penalty spot,goal,True,False,True,194201.0,72.25,15.3
3012,302,82.77,Norwich City,layoff,9.39,8.8,near post,shot,True,False,False,224196.0,46.64,15.28
3013,302,38.63,Norwich City,layoff,64.91,20.14,near post,shot,True,False,False,179813.0,26.16,34.63
3021,303,1.68,Benevento,indirect,22.56,43.96,far post,clearance,False,True,False,219759.0,60.0,0.97
3022,303,23.62,Benevento,indirect,12.04,23.0,penalty spot,clearance,False,True,False,229636.0,82.12,22.37
3023,303,67.15,Roma,direct,69.58,21.43,penalty spot,shot,True,False,False,230325.0,41.18,40.68
3024,303,41.3,Benevento,cross,2.5,39.77,penalty spot,second ball,False,False,False,222404.0,14.98,19.9
3025,303,4.82,Roma,direct,80.64,19.15,penalty spot,shot,True,False,False,231366.0,43.67,45.15
3031,304,85.82,CSA,direct,87.15,5.34,edge box,no outcome,False,False,False,244193.0,38.25,18.0
3032,304,71.17,SPAL,cross,12.83,44.67,near post,shot,True,False,False,195864.0,90.54,40.4
3041,305,58.47,Fiorentina,layoff,88.72,40.25,far post,second ball,False,False,False,204497.0,33.38,45.19
3042,305,61.0,PFC CSKA Moscow,layoff,86.33,21.57,penalty spot,second ball,False,False,False,230477.0,98.38,34.75
3043,305,84.31,PFC CSKA Moscow,layoff,54.5,9.67,penalty spot,shot,True,False,False,208670.0,92.97,6.6
3051,306,60.47,Santos,indirect,28.88,42.51,penalty spot,clearance,False,True,False,263168.0,49.38,19.45
3061,307,56.91,FSV Mainz 05,indirect,30.18,48.19,far post,shot,True,False,False,225652.0,10.11,15.9
3062,307,54.72,FSV Mainz 05,layoff,59.15,44.58,far post,shot,True,False,False,230379.0,42.51,11.94
3063,307,16.98,FSV Mainz 05,layoff,37.22,0.1,far post,shot,True,False,False,230490.0,74.59,35.4
3064,307,9.85,FSV Mainz 05,layoff,39.35,16.21,far post,no outcome,False,False,False,203615.0,7.64,21.02
3065,307,2.2,FSV Mainz 05,layoff,12.65,20.26,penalty spot,goal,True,False,True,256862.0,1.98,29.81
3071,308,50.2,Coritiba,direct,34.97,40.61,near post,second ball,False,False,False,224221.0,17.62,32.54
3072,308,55.42,Coritiba,layoff,30.29,2.81,penalty spot,shot,True,False,False,264342.0,29.61,21.99
3073,308,28.08,Coritiba,cross,35.29,20.83,edge box,shot,True,False,False,264371.0,49.69,39.15
3074,308,67.27,Coritiba,layoff,71.85,35.15,edge box,shot,True,False,False,190854.0,30.94,35.23
3075,308,71.16,Coritiba,direct,39.03,18.19,edge box,clearance,False,True,False,229155.0,45.99,27.36
3081,309,54.32,Fluminense,layoff,6.05,33.22,far post,shot,True,False,False,210320.0,60.92,31.65
3082,309,9.67,PFC CSKA Moscow,layoff,36.69,16.67,penalty spot,clearance,False,True,False,266891.0,88.44,9.9
3083,309,36.53,PFC CSKA Moscow,direct,60.94,44.07,penalty spot,clearance,False,True,False,264561.0,63.04,43.38
3084,309,66.37,PFC CSKA Moscow,direct,42.53,8.72,penalty spot,clearance,False,True,False,220491.0,68.37,38.77
3091,310,3.1,Mamelodi Sundowns,indirect,26.03,42.49,near post,no outcome,False,False,False,199914.0,76.98,24.83
3101,311,64.24,Fortaleza,direct,82.68,19.33,far post,shot,True,False,False,234015.0,96.08,0.26
3102,311,9.8,Manchester City,indirect,87.7,47.43,far post,shot,True,False,False,256666.0,84.75,9.97
3111,312,14.24,Torino F.C.,cross,0.09,11.08,far post,clearance,False,True,False,255687.0,46.3,2.5
3112,312,73.42,Santos,indirect,67.35,28.14,near post,second ball,False,False,False,258648.0,5.25,19.94
3113,312,75.28,Santos,indirect,69.73,15.06,near post,goal,True,False,True,262096.0,98.58,22.37
3114,312,6.81,Santos,indirect,59.71,23.81,edge box,clearance,False,True,False,248356.0,55.87,42.65
3115,312,23.03,Santos,layoff,78.35,1.8,edge box,shot,True,False,False,243061.0,23.45,31.2
3121,313,16.87,VfB Stuttgart,indirect,77.26,25.65,edge box,second ball,False,False,False,256958.0,84.02,4.02
3122,313,35.11,VfB Stuttgart,indirect,37.24,48.5,far post,shot,True,False,False,225673.0,17.11,0.99
3131,314,66.2,Ried,indirect,77.56,39.68,near post,clearance,False,True,False,213134.0,44.73,29.64
3132,314,33.24,Ried,direct,3.03,42.42,edge box,second ball,False,False,False,189433.0,68.62,42.79
3141,315,9.78,Sheffield United,layoff,33.78,27.43,far post,clearance,False,True,False,260247.0,41.23,4.94
3142,315,25.6,São Paulo,indirect,1.13,1.79,edge box,no outcome,False,False,False,241721.0,92.92,23.47
3143,315,44.53,São Paulo,direct,82.17,49.95,penalty spot,clearance,False,True,False,235324.0,39.47,19.01
3144,315,83.96,Sheffield United,indirect,5.08,22.15,penalty spot,no outcome,False,False,False,230427.0,84.01,20.51
3151,316,10.52,Spartak Moskva,layoff,97.67,4.1,near post,clearance,False,True,False,193062.0,76.56,43.69
3152,316,32.34,Spartak Moskva,cross,95.84,48.5,edge box,second ball,False,False,False,268132.0,36.53,42.52
3161,317,51.69,Roma,indirect,56.77,48.03,far post,clearance,False,True,False,237003.0,97.86,49.99
3171,318,28.6,Orlando Pirates,cross,57.92,40.43,edge box,goal,True,False,True,251349.0,65.06,3.15
3172,318,67.55,Cruzeiro,indirect,74.49,6.84,penalty spot,goal,True,False,True,205943.0,19.7,6.9
3181,319,2.66,Brentford,indirect,91.71,22.95,near post,shot,True,False,False,257877.0,9.75,40.8
3182,319,13.7,Brentford,indirect,60.38,47.93,penalty spot,clearance,False,True,False,222876.0,51.22,32.79
3183,319,2.83,Brentford,direct,46.38,29.66,edge box,shot,True,False,False,259097.0,62.49,32.18
3184,319,62.45,Brentford,direct,54.67,23.0,near post,shot,True,False,False,268428.0,55.47,12.13
3191,320,8.36,Dynamo Kyiv,layoff,13.0,32.18,near post,second ball,False,False,False,212198.0,41.97,23.22
3192,320,58.07,Torino F.C.,layoff,75.05,5.66,edge box,second ball,False,False,False,242663.0,73.61,31.54
3201,321,15.75,Roma,indirect,18.91,16.49,penalty spot,clearance,False,True,False,229758.0,46.72,12.22
3202,321,49.08,Roma,direct,69.42,10.48,penalty spot,goal,True,False,True,230978.0,7.46,26.97
3203,321,39.2,SpVgg Greuther Fürth,direct,58.15,39.61,near post,second ball,False,False,False,230381.0,80.44,27.14
3204,321,33.74,Roma,direct,15.98,14.57,penalty spot,no outcome,False,False,False,264313.0,73.43,13.12
3205,321,78.08,Roma,cross,54.3,23.87,far post,second ball,False,False,False,230467.0,68.24,13.21
3211,322,48.34,Bragantino,layoff,17.29,39.64,far post,clearance,False,True,False,198617.0,40.91,44.28
3212,322,60.52,Bragantino,cross,29.11,49.03,edge box,second ball,False,False,False,163264.0,38.58,10.71
3213,322,74.99,Mattersburg,layoff,46.5,37.23,far post,second ball,False,False,False,230216.0,71.91,23.13
3221,323,2.38,RZ Pellets Wolfsberger AC,cross,29.32,0.54,edge box,clearance,False,True,False,188541.0,3.47,6.67
3222,323,60.98,Liverpool,cross,37.98,2.5,near post,clearance,False,True,False,186569.0,47.21,17.8
3223,323,73.6,RZ Pellets Wolfsberger AC,cross,74.79,42.78,far post,second ball,False,False,False,251625.0,74.66,41.04
3231,324,79.79,Cremonese,indirect,98.79,38.22,penalty spot,shot,True,False,False,238637.0,10.23,1.53
3241,325,35.14,spusu SKN St. Pölten,indirect,29.77,38.06,edge box,clearance,False,True,False,262183.0,17.38,44.69
3251,326,41.95,SV Werder Bremen,direct,12.07,15.52,edge box,shot,True,False,False,198617.0,17.07,1.45
3252,326,78.92,Shakhtar Donetsk,direct,91.55,14.88,edge box,second ball,False,False,False,219127.0,89.52,44.03
3253,326,40.03,SV Werder Bremen,cross,64.7,23.75,penalty spot,goal,True,False,True,223909.0,87.0,38.56
3254,326,3.47,Shakhtar Donetsk,cross,68.2,24.55,near post,no outcome,False,False,False,244274.0,77.34,1.15
3255,326,2.09,Shakhtar Donetsk,indirect,35.99,31.18,edge box,no outcome,False,False,False,244257.0,29.1,18.19
3261,327,20.33,FC Union Berlin,layoff,48.84,23.39,near post,no outcome,False,False,False,216435.0,20.88,18.61
3262,327,10.72,Venezia,indirect,35.91,39.65,near post,no outcome,False,False,False,230358.0,11.17,39.14
3271,328,12.3,Brighton & Hove Albion,indirect,83.01,29.82,penalty spot,second ball,False,False,False,264260.0,38.5,7.31
3281,329,88.59,Empoli,indirect,11.21,1.05,penalty spot,goal,True,False,True,229155.0,28.39,9.07
3282,329,67.55,Brescia,layoff,18.36,13.37,edge box,shot,True,False,False,203315.0,9.35,36.94
3283,329,48.45,Empoli,cross,25.71,35.94,far post,shot,True,False,False,247361.0,26.6,4.24
3284,329,8.24,Empoli,indirect,45.11,24.28,near post,second ball,False,False,False,253729.0,46.86,40.39
3285,329,72.28,Empoli,cross,92.66,22.98,penalty spot,shot,True,False,False,265185.0,58.94,3.26
3291,330,25.81,AFC Bournemouth,indirect,88.7,3.8,penalty spot,clearance,False,True,False,242752.0,48.34,25.5
3292,330,67.74,AFC Bournemouth,layoff,54.87,40.48,penalty spot,shot,True,False,False,241160.0,22.88,43.66
3293,330,67.28,AFC Bournemouth,direct,75.98,2.39,far post,clearance,False,True,False,247635.0,49.12,46.55
3294,330,73.63,AFC Bournemouth,indirect,31.45,29.32,near post,shot,True,False,False,202024.0,52.62,48.37
3295,330,4.94,PFC CSKA Moscow,direct,68.58,27.03,edge box,goal,True,False,True,233984.0,87.03,19.49
3301,331,55.19,Southampton,direct,86.89,4.89,penalty spot,shot,True,False,False,260264.0,21.5,20.13
3302,331,79.58,Southampton,direct,20.57,40.72,penalty spot,shot,True,False,False,230219.0,12.16,48.02
3311,332,81.87,Bragantino,indirect,67.34,14.67,far post,clearance,False,True,False,240277.0,71.62,10.87
3312,332,40.35,Grêmio,indirect,89.82,33.43,far post,clearance,False,True,False,225908.0,97.8,21.06
3321,333,37.4,Sassuolo,layoff,55.51,46.41,far post,second ball,False,False,False,139062.0,93.05,29.62
3322,333,50.75,Sassuolo,layoff,3.71,26.32,far post,goal,True,False,True,193631.0,99.13,4.57
3323,333,3.04,spusu SKN St. Pölten,cross,70.02,6.67,edge box,shot,True,False,False,269402.0,48.29,47.97
3324,333,6.23,spusu SKN St. Pölten,direct,81.1,26.09,penalty spot,no outcome,False,False,False,186801.0,56.05,33.25
3325,333,70.71,Sassuolo,direct,7.77,26.05,penalty spot,second ball,False,False,False,244456.0,18.27,36.99
3331,334,78.43,FC Lokomotiv Moscow,direct,27.47,32.33,penalty spot,second ball,False,False,False,240282.0,15.93,0.55
3332,334,37.06,Bragantino,direct,27.08,7.18,far post,clearance,False,True,False,189606.0,1.93,37.59
